Site,Date,Turbidity(NTU) at 12AM,Turbidity(NTU) at 4AM,Turbidity(NTU) at 8AM,Turbidity(NTU) at 12PM,Turbidity(NTU) at 4PM,Turbidity(NTU) at 8PM,Average 24hrTurbidity(NTU),"Coliform, Fecal(fc/100mL)"
DEL18DT,2017-06-18,0.75,0.75,0.75,0.8,0.85,0.85,0.79,E1
DEL18DT,2017-06-23,0.75,0.7,0.8,0.7,0.7,0.75,0.73,<1
DEL18DT,2017-06-24,0.7,0.8,0.7,0.75,0.7,0.7,0.73,E1
DEL18DT,2017-06-05,0.75,0.75,0.7,0.75,0.65,0.7,0.72,<1
DEL18DT,2017-06-21,0.75,0.75,0.7,0.95,0.8,0.8,0.79,<1
DEL18DT,2017-07-03,0.8,0.75,0.75,0.8,0.8,0.8,0.78,E1
DEL18DT,2017-07-16,0.7,0.65,0.65,0.65,0.7,0.8,0.69,<1
DEL18DT,2017-06-09,0.75,0.7,0.8,0.7,0.8,0.75,0.75,E2
DEL18DT,2017-06-27,0.75,0.7,0.6,1.8,0.75,0.85,0.91,E1
DEL18DT,2017-07-21,0.6,0.65,0.7,0.6,0.8,0.6,0.66,<1
DEL18DT,2017-07-04,0.75,0.75,0.75,0.85,0.8,0.75,0.78,E3
DEL18DT,2017-07-05,0.85,0.8,0.8,0.7,0.6,0.6,0.73,E3
DEL18DT,2017-06-26,0.7,0.7,0.65,0.75,0.7,0.75,0.71,E1
DEL18DT,2017-06-25,0.7,0.75,0.7,0.7,0.75,0.75,0.73,E2
DEL18DT,2017-07-27,0.7,0.6,0.6,0.6,0.65,0.7,0.64,E1
DEL18DT,2017-07-31,0.7,0.9,0.75,0.75,0.75,0.7,0.76,E2
DEL18DT,2017-06-10,0.7,0.8,0.8,0.75,0.7,0.8,0.76,E1
DEL18DT,2017-06-30,0.75,0.85,0.8,0.9,0.7,0.75,0.79,<1
DEL18DT,2017-06-17,0.75,0.8,0.75,0.7,0.7,0.8,0.75,<1
DEL18DT,2017-06-20,0.75,0.75,0.8,0.85,0.8,0.75,0.78,<1
DEL18DT,2017-06-19,0.8,0.85,0.75,0.75,0.75,0.8,0.78,<1
DEL18DT,2017-07-06,0.6,0.6,0.6,0.6,0.6,0.6,0.6,<1
DEL18DT,2017-07-23,0.55,0.6,0.6,0.55,0.6,0.55,0.58,<1
DEL18DT,2017-07-14,0.6,0.5,0.65,0.6,0.7,0.65,0.62,E1
DEL18DT,2017-07-24,0.55,0.65,0.6,0.6,0.55,0.5,0.58,E1
DEL18DT,2017-07-10,0.6,0.6,0.55,0.8,0.6,0.6,0.63,<1
DEL18DT,2017-07-13,0.6,0.6,0.75,0.6,0.65,0.65,0.64,<1
DEL18DT,2017-07-29,0.7,0.7,0.75,0.65,0.65,0.65,0.68,<1
DEL18DT,2017-06-02,0.9,0.85,0.85,0.8,0.8,0.9,0.85,E3
DEL18DT,2017-06-14,0.8,0.7,0.75,0.7,0.7,0.8,0.74,<1
DEL18DT,2017-07-25,0.6,0.55,0.65,0.6,0.6,0.6,0.6,E1
DEL18DT,2017-07-01,0.75,0.85,0.8,0.7,0.8,0.8,0.78,<1
DEL18DT,2017-06-13,0.85,0.85,0.8,0.75,0.8,0.75,0.8,<1
DEL18DT,2017-07-09,0.6,0.55,0.65,0.6,0.65,0.6,0.61,E2
DEL18DT,2017-06-03,0.8,0.75,0.75,0.75,0.8,0.8,0.78,E1
DEL18DT,2017-07-02,0.7,1,0.75,0.75,0.75,0.8,0.79,<1
DEL18DT,2017-06-12,0.9,0.65,0.8,0.7,0.8,0.8,0.78,E1
DEL18DT,2017-07-28,0.7,0.7,0.7,0.75,0.7,0.8,0.73,E1
DEL18DT,2017-07-18,0.6,0.65,0.55,0.5,0.55,0.65,0.58,E1
DEL18DT,2017-06-06,0.8,0.7,0.7,0.75,0.65,0.6,0.7,E2
DEL18DT,2017-06-29,0.6,0.65,0.65,0.65,0.65,0.55,0.63,<1
DEL18DT,2017-07-07,0.6,0.6,0.55,0.55,0.55,0.6,0.58,<1
DEL18DT,2017-06-28,0.75,0.75,0.75,0.75,0.75,0.65,0.73,<1
DEL18DT,2017-07-12,0.6,0.55,0.55,0.6,0.65,0.6,0.59,<1
DEL18DT,2017-06-16,0.8,0.7,0.75,0.7,0.75,0.8,0.75,E6
DEL18DT,2017-06-07,0.65,0.65,0.65,0.7,0.65,0.65,0.66,E3
DEL18DT,2017-07-26,0.6,0.6,0.65,0.7,0.7,0.6,0.64,<1
DEL18DT,2017-08-07,0.9,0.85,0.85,0.85,0.8,0.8,0.84,E12
DEL18DT,2017-08-14,0.75,0.75,0.8,0.75,0.75,0.85,0.78,E2
DEL18DT,2017-08-08,0.8,0.85,0.8,0.8,0.7,0.8,0.79,E6
DEL18DT,2017-08-05,0.9,0.85,0.85,0.85,0.8,0.8,0.84,E10
DEL18DT,2017-08-21,0.75,0.7,0.7,0.75,0.8,0.8,0.75,<1
DEL18DT,2017-08-18,0.75,0.75,0.75,0.8,0.75,0.8,0.77,E1
DEL18DT,2017-08-15,0.85,0.85,0.75,0.8,0.8,0.85,0.82,<1
DEL18DT,2017-08-04,0.7,0.65,0.75,1,1,0.9,0.83,E1
DEL18DT,2017-08-20,0.8,0.7,0.8,0.7,0.8,0.75,0.76,<1
DEL18DT,2017-08-02,0.7,0.7,0.7,0.75,0.75,0.7,0.72,E1
DEL18DT,2017-08-11,0.85,0.8,0.75,0.75,0.75,0.8,0.78,E2
DEL18DT,2017-08-26,0.7,0.65,0.6,0.7,0.65,0.65,0.66,E2
DEL18DT,2017-08-10,0.8,0.8,0.8,0.8,0.7,0.8,0.78,E3
DEL18DT,2017-08-09,0.8,0.8,0.8,0.9,0.75,0.85,0.82,E4
DEL18DT,2017-08-22,0.85,0.8,0.8,0.8,0.75,0.8,0.8,E2
DEL18DT,2017-08-03,0.7,0.8,0.7,0.7,0.6,0.6,0.68,E3
DEL18DT,2017-08-19,0.75,0.7,0.75,0.7,0.85,0.85,0.77,E3
DEL18DT,2017-08-30,0.65,0.6,0.6,0.7,0.65,0.7,0.65,<1
DEL18DT,2017-08-31,0.7,0.7,0.7,0.65,0.75,0.7,0.7,<1
DEL18DT,2017-08-25,0.75,0.85,0.85,1,0.7,0.7,0.81,E2
DEL18DT,2017-08-23,0.8,0.75,0.8,0.85,0.75,0.7,0.78,<1
DEL18DT,2017-08-24,0.75,0.75,0.7,0.8,0.65,0.55,0.7,E1
DEL18DT,2017-08-13,0.75,0.75,0.75,0.8,0.75,0.7,0.75,E1
DEL18DT,2017-08-29,0.65,0.65,0.65,0.55,0.6,0.65,0.63,E7
DEL18DT,2017-08-17,0.85,0.85,0.85,0.75,0.75,0.75,0.8,<1
DEL18DT,2017-08-28,0.8,0.7,0.65,0.65,0.65,0.65,0.68,<1
DEL18DT,2017-08-01,0.75,0.9,0.85,0.7,0.7,0.7,0.77,<1
DEL18DT,2017-08-06,0.8,0.8,0.75,0.85,0.9,0.8,0.82,E7
DEL18DT,2017-08-27,0.65,0.7,0.65,0.85,0.8,0.85,0.75,E1
DEL18DT,2017-08-16,0.75,0.8,0.85,1,0.75,0.8,0.83,E1
DEL18DT,2017-08-12,0.7,0.7,0.7,0.65,0.75,0.75,0.71,E1
DEL18DT,2017-09-13,0.7,0.65,0.7,0.7,0.8,0.7,0.71,E1
DEL18DT,2017-09-02,0.65,0.7,0.65,0.55,0.55,0.65,0.63,E1
DEL18DT,2017-08-07,0.9,0.85,0.85,0.85,0.8,0.8,0.84,E12
DEL18DT,2017-08-14,0.75,0.75,0.8,0.75,0.75,0.85,0.78,E2
DEL18DT,2017-09-21,0.55,0.55,0.5,0.45,0.45,0.45,0.49,<1
DEL18DT,2017-09-19,0.65,0.65,0.65,0.75,0.6,0.45,0.63,E2
DEL18DT,2017-08-08,0.8,0.85,0.8,0.8,0.7,0.8,0.79,E6
DEL18DT,2017-09-23,0.6,0.6,0.65,0.65,0.65,0.6,0.63,E2
DEL18DT,2017-09-06,0.7,0.7,0.65,0.7,0.7,0.7,0.69,E3
DEL18DT,2017-09-10,0.65,0.65,0.7,0.65,0.65,0.65,0.66,E1
DEL18DT,2017-10-02,0.65,0.65,0.65,0.65,0.6,0.7,0.65,E3
DEL18DT,2017-09-05,0.8,0.75,0.85,0.7,0.7,0.75,0.76,E5
DEL18DT,2017-08-05,0.9,0.85,0.85,0.85,0.8,0.8,0.84,E10
DEL18DT,2017-08-21,0.75,0.7,0.7,0.75,0.8,0.8,0.75,<1
DEL18DT,2017-08-18,0.75,0.75,0.75,0.8,0.75,0.8,0.77,E1
DEL18DT,2017-09-20,0.5,0.45,0.5,0.5,0.5,0.5,0.49,<1
DEL18DT,2017-08-15,0.85,0.85,0.75,0.8,0.8,0.85,0.82,<1
DEL18DT,2017-08-20,0.8,0.7,0.8,0.7,0.8,0.75,0.76,<1
DEL18DT,2017-08-11,0.85,0.8,0.75,0.75,0.75,0.8,0.78,E2
DEL18DT,2017-10-01,0.6,0.6,0.6,0.6,0.6,0.6,0.6,E2
DEL18DT,2017-09-07,0.75,0.7,0.65,0.65,0.7,0.65,0.68,E5
DEL18DT,2017-09-24,0.65,0.7,0.75,0.65,0.8,0.75,0.72,<1
DEL18DT,2017-09-08,0.7,0.7,0.7,0.65,0.75,0.7,0.7,E1
DEL18DT,2017-08-26,0.7,0.65,0.6,0.7,0.65,0.65,0.66,E2
DEL18DT,2017-09-30,0.7,0.7,0.7,0.7,0.6,0.6,0.67,E4
DEL18DT,2017-09-25,0.75,0.7,0.75,0.75,0.7,0.8,0.74,E2
DEL18DT,2017-09-26,0.75,0.75,0.8,0.7,0.7,0.75,0.74,E1
DEL18DT,2017-08-10,0.8,0.8,0.8,0.8,0.7,0.8,0.78,E3
DEL18DT,2017-08-09,0.8,0.8,0.8,0.9,0.75,0.85,0.82,E4
DEL18DT,2017-09-22,0.5,0.5,0.45,0.65,0.6,0.6,0.55,<1
DEL18DT,2017-08-22,0.85,0.8,0.8,0.8,0.75,0.8,0.8,E2
DEL18DT,2017-09-14,0.8,0.8,0.75,0.7,0.7,0.75,0.75,E1
DEL18DT,2017-08-19,0.75,0.7,0.75,0.7,0.85,0.85,0.77,E3
DEL18DT,2017-08-30,0.65,0.6,0.6,0.7,0.65,0.7,0.65,<1
DEL18DT,2017-09-16,0.65,0.7,0.7,0.6,0.7,0.7,0.68,E1
DEL18DT,2017-09-28,0.7,0.7,0.6,0.65,0.65,0.65,0.66,E1
DEL18DT,2017-10-03,0.65,0.6,0.65,,,,0.63,
DEL18DT,2017-09-04,0.75,0.75,0.7,0.65,0.7,0.8,0.73,E2
DEL18DT,2017-09-15,0.75,0.7,0.75,0.65,0.7,0.65,0.7,E2
DEL18DT,2017-08-31,0.7,0.7,0.7,0.65,0.75,0.7,0.7,<1
DEL18DT,2017-08-25,0.75,0.85,0.85,1,0.7,0.7,0.81,E2
DEL18DT,2017-09-29,0.6,0.75,0.7,0.65,0.65,0.65,0.67,E2
DEL18DT,2017-09-09,0.7,0.7,0.7,0.65,0.6,0.6,0.66,<1
DEL18DT,2017-08-23,0.8,0.75,0.8,0.85,0.75,0.7,0.78,<1
DEL18DT,2017-08-04,,0.65,0.75,1,1,0.9,0.86,E1
DEL18DT,2017-09-18,0.7,0.65,0.65,0.65,0.65,0.65,0.66,E2
DEL18DT,2017-08-24,0.75,0.75,0.7,0.8,0.65,0.55,0.7,E1
DEL18DT,2017-08-13,0.75,0.75,0.75,0.8,0.75,0.7,0.75,E1
DEL18DT,2017-08-29,0.65,0.65,0.65,0.55,0.6,0.65,0.63,E7
DEL18DT,2017-09-17,0.7,0.7,0.7,0.65,0.7,0.7,0.69,<1
DEL18DT,2017-09-03,0.55,0.55,0.6,0.6,0.65,0.65,0.6,E10
DEL18DT,2017-09-11,0.7,0.7,0.65,0.65,0.6,0.65,0.66,E1
DEL18DT,2017-08-17,0.85,0.85,0.85,0.75,0.75,0.75,0.8,<1
DEL18DT,2017-09-12,0.6,0.65,0.65,0.65,0.65,0.65,0.64,E1
DEL18DT,2017-08-28,0.8,0.7,0.65,0.65,0.65,0.65,0.68,<1
DEL18DT,2017-08-06,0.8,0.8,0.75,0.85,0.9,0.8,0.82,E7
DEL18DT,2017-09-27,0.7,0.65,0.65,0.7,0.65,0.7,0.68,E1
DEL18DT,2017-08-27,0.65,0.7,0.65,0.85,0.8,0.85,0.75,E1
DEL18DT,2017-08-16,0.75,0.8,0.85,1,0.75,0.8,0.83,E1
DEL18DT,2017-09-01,0.7,0.75,0.75,0.7,0.65,0.65,0.7,E1
DEL18DT,2017-08-12,0.7,0.7,0.7,0.65,0.75,0.75,0.71,E1
DEL18DT,2017-10-31,0.65,0.6,0.6,0.65,0.7,0.65,0.64,E5
DEL18DT,2017-10-18,0.75,0.75,1,0.85,0.75,0.85,0.83,E2
DEL18DT,2017-10-14,0.65,0.65,0.7,0.75,0.8,1,0.76,E1
DEL18DT,2017-10-06,0.65,0.65,0.65,0.6,0.65,0.7,0.65,E1
DEL18DT,2017-10-11,0.65,0.65,0.65,0.6,0.65,0.65,0.64,E1
DEL18DT,2017-10-02,0.65,0.65,0.65,0.65,0.6,0.7,0.65,E3
DEL18DT,2017-10-20,0.75,0.8,0.75,0.75,0.75,0.8,0.77,E1
DEL18DT,2017-10-24,0.9,0.9,0.9,0.9,0.7,0.7,0.83,<1
DEL18DT,2017-10-16,1,0.95,0.95,0.8,0.75,0.8,0.88,E4
DEL18DT,2017-10-07,0.65,0.6,0.65,0.55,0.6,0.6,0.61,E2
DEL18DT,2017-10-04,0.7,0.65,0.7,0.7,0.7,0.7,0.69,E2
DEL18DT,2017-10-22,0.7,0.75,0.75,0.85,0.6,0.6,0.71,E2
DEL18DT,2017-10-01,0.6,0.6,0.6,0.6,0.6,0.6,0.6,E2
DEL18DT,2017-10-21,0.75,0.75,0.7,0.65,0.7,0.7,0.71,<1
DEL18DT,2017-10-26,0.9,0.85,0.85,0.75,0.85,0.8,0.83,E1
DEL18DT,2017-10-08,0.6,0.75,0.65,0.65,0.65,0.75,0.68,<1
DEL18DT,2017-10-10,0.65,0.65,0.7,0.65,0.65,0.7,0.67,E8
DEL18DT,2017-10-23,0.7,0.7,0.85,0.9,0.85,0.85,0.81,<1
DEL18DT,2017-10-05,0.7,0.7,0.7,0.6,0.65,0.65,0.67,E1
DEL18DT,2017-10-13,0.65,0.7,0.65,0.65,0.65,0.65,0.66,E2
DEL18DT,2017-10-19,0.75,0.85,0.8,0.8,0.65,0.75,0.77,<1
DEL18DT,2017-10-03,0.65,0.6,0.65,0.65,0.7,0.65,0.65,E2
DEL18DT,2017-10-30,1,0.7,0.7,0.65,0.6,0.6,0.71,E10
DEL18DT,2017-10-25,0.75,0.75,0.8,0.9,0.85,0.9,0.83,E4
DEL18DT,2017-10-15,0.85,0.9,0.8,0.85,1,1,0.9,E4
DEL18DT,2017-10-29,0.65,0.7,0.7,0.65,0.7,0.65,0.68,E1
DEL18DT,2017-10-27,0.75,0.7,0.8,0.75,0.75,0.7,0.74,E3
DEL18DT,2017-10-17,0.8,0.8,0.8,0.8,0.75,0.7,0.78,E1
DEL18DT,2017-10-09,0.7,0.7,0.7,0.6,0.65,0.7,0.68,E1
DEL18DT,2017-10-12,0.7,0.7,0.7,0.8,0.65,0.65,0.7,E2
DEL18DT,2017-10-28,0.7,0.65,0.75,0.7,0.7,0.7,0.7,E1
DEL18DT,2017-11-04,0.65,0.65,0.65,0.65,0.6,0.65,0.64,E5
DEL18DT,2017-11-27,0.75,0.75,0.75,0.75,0.75,0.75,0.75,<1
DEL18DT,2017-11-03,0.8,0.75,0.65,0.65,0.6,0.65,0.68,E4
DEL18DT,2017-11-07,0.8,0.65,0.7,0.65,0.65,0.65,0.68,E3
DEL18DT,2017-11-10,0.65,0.65,0.7,0.7,0.75,0.7,0.69,<1
DEL18DT,2017-11-26,0.8,0.85,0.8,0.8,0.75,0.8,0.8,E3
DEL18DT,2017-11-21,0.75,0.7,0.7,0.75,0.8,0.7,0.73,E1
DEL18DT,2017-11-11,0.75,0.7,0.7,0.65,0.75,0.7,0.71,<1
DEL18DT,2017-11-28,0.7,0.7,0.8,0.85,0.8,0.75,0.77,E1
DEL18DT,2017-11-12,0.6,0.7,0.65,0.55,0.65,0.6,0.63,E1
DEL18DT,2017-11-02,0.65,0.6,0.7,0.75,0.65,0.75,0.68,E10
DEL18DT,2017-11-13,0.7,0.65,0.7,0.65,0.7,0.65,0.68,E2
DEL18DT,2017-11-22,0.75,0.65,0.75,0.8,0.75,0.75,0.74,<1
DEL18DT,2017-11-01,0.65,0.65,0.65,0.65,0.6,0.6,0.63,E5
DEL18DT,2017-11-29,0.8,0.85,0.8,0.75,0.8,0.8,0.8,<1
DEL18DT,2017-11-06,0.7,0.7,0.8,0.75,0.7,0.7,0.73,E3
DEL18DT,2017-11-30,0.85,0.8,0.8,0.8,0.75,0.8,0.8,<1
DEL18DT,2017-11-14,0.65,0.65,0.7,0.65,0.65,0.75,0.68,E1
DEL18DT,2017-11-25,0.75,0.7,0.75,0.75,0.75,0.8,0.75,<1
DEL18DT,2017-11-24,0.7,0.7,0.75,0.7,0.65,0.7,0.7,<1
DEL18DT,2017-11-20,0.75,0.7,0.75,0.75,0.7,0.75,0.73,E1
DEL18DT,2017-11-05,0.65,0.6,0.6,0.7,0.7,0.7,0.66,E3
DEL18DT,2017-11-18,0.7,0.65,0.7,0.75,0.7,0.7,0.7,<1
DEL18DT,2017-11-23,0.75,0.75,0.75,0.8,0.75,0.75,0.76,<1
DEL18DT,2017-11-08,0.7,0.65,0.65,0.6,0.7,0.65,0.66,E5
DEL18DT,2017-11-17,0.75,0.8,0.7,0.75,0.7,0.7,0.73,<1
DEL18DT,2017-11-09,0.65,0.65,0.7,0.6,0.7,0.6,0.65,<1
DEL18DT,2017-11-15,0.65,0.65,0.65,0.65,0.75,0.7,0.68,E3
DEL18DT,2017-11-16,0.7,0.7,0.7,0.7,0.75,0.8,0.73,<1
DEL18DT,2017-11-19,0.75,0.7,0.7,0.8,0.8,0.75,0.75,E1
DEL18DT,2017-12-29,0.85,0.85,0.85,0.9,0.9,0.85,0.87,E1
DEL18DT,2017-12-26,0.95,1,1,0.85,0.85,0.9,0.93,E4
DEL18DT,2017-12-01,0.7,0.7,0.75,0.7,0.75,0.75,0.73,<1
DEL18DT,2017-12-25,0.95,0.9,0.9,0.95,0.9,0.95,0.93,E1
DEL18DT,2017-12-14,0.85,0.85,0.85,0.85,0.9,0.85,0.86,<1
DEL18DT,2017-12-10,0.9,0.9,0.95,0.9,0.85,0.85,0.89,<1
DEL18DT,2017-12-07,0.85,0.95,0.9,0.95,0.95,0.95,0.93,<1
DEL18DT,2017-12-15,0.85,0.85,0.85,0.85,0.8,0.85,0.84,<1
DEL18DT,2017-12-16,0.85,0.85,0.85,0.85,0.9,0.9,0.87,<1
DEL18DT,2017-12-18,0.9,0.9,0.9,0.8,0.75,0.85,0.85,<1
DEL18DT,2017-12-02,0.7,0.7,0.75,0.7,0.7,0.7,0.71,<1
DEL18DT,2017-12-04,0.7,0.75,0.75,1,0.85,0.75,0.8,<1
DEL18DT,2017-12-09,0.9,0.9,0.9,0.9,0.95,0.9,0.91,E1
DEL18DT,2017-12-23,0.85,0.9,0.85,0.95,0.9,0.9,0.89,<1
DEL18DT,2017-12-12,0.85,0.8,0.85,0.9,0.9,0.95,0.88,<1
DEL18DT,2017-12-08,1,1,1,0.85,0.9,0.9,0.94,<1
DEL18DT,2017-12-20,1,1,1,0.9,0.9,0.85,0.94,E2
DEL18DT,2017-12-11,0.85,0.9,0.85,0.9,0.85,0.9,0.88,<1
DEL18DT,2017-12-28,1,0.95,0.9,0.9,0.95,0.9,0.93,E1
DEL18DT,2017-12-31,0.95,0.85,0.9,0.9,0.9,0.85,0.89,<1
DEL18DT,2017-12-03,0.7,0.7,0.75,0.7,0.65,0.75,0.71,E1
DEL18DT,2017-12-24,0.85,0.9,0.9,0.85,0.95,0.9,0.89,E1
DEL18DT,2017-12-13,1,1,0.95,0.9,0.85,0.85,0.93,<1
DEL18DT,2017-12-06,0.95,0.85,0.95,1.1,0.8,0.85,0.92,E2
DEL18DT,2017-12-22,1,0.95,0.95,0.9,0.85,0.85,0.92,<1
DEL18DT,2017-12-19,0.8,0.85,0.75,1,1,0.95,0.89,<1
DEL18DT,2017-12-30,0.9,0.9,0.95,0.9,0.9,0.9,0.91,<1
DEL18DT,2017-12-27,0.85,0.95,0.95,0.9,1,0.95,0.93,E3
DEL18DT,2017-12-05,0.75,0.85,0.85,0.75,0.7,0.9,0.8,E2
DEL18DT,2017-12-21,0.85,1,0.9,0.9,0.85,0.9,0.9,E1
DEL18DT,2017-12-17,0.9,0.9,0.9,0.95,0.9,0.95,0.92,<1
DEL18DT,2018-01-04,0.95,0.9,1,0.95,0.95,0.95,0.95,E3
DEL18DT,2018-01-19,0.9,0.9,1,0.85,0.9,0.9,0.91,E2
DEL18DT,2018-01-31,0.8,0.85,0.9,0.9,0.9,0.9,0.88,E6
DEL18DT,2018-01-10,1,1.1,1.1,1.3,1.4,1,1.15,<1
DEL18DT,2018-01-30,0.95,0.9,0.9,0.9,0.9,0.85,0.9,E3
DEL18DT,2018-01-27,0.85,0.85,0.85,0.9,0.85,0.95,0.88,<1
DEL18DT,2018-01-26,0.95,0.95,0.85,0.85,0.8,0.85,0.88,E3
DEL18DT,2018-01-01,0.85,0.9,0.9,0.95,0.85,0.85,0.88,<1
DEL18DT,2018-01-20,0.95,0.9,0.95,1.1,1,1.1,1,<1
DEL18DT,2018-01-05,0.85,0.95,1,1,1,1,0.97,<1
DEL18DT,2018-01-15,0.9,0.95,0.95,0.9,0.95,0.95,0.93,E1
DEL18DT,2018-01-06,0.95,0.95,1,0.95,1,1.1,0.99,<1
DEL18DT,2018-01-29,0.8,0.85,0.9,0.9,0.9,0.85,0.87,E2
DEL18DT,2018-01-11,1,1.1,1.3,1.2,1.2,1.2,1.17,E1
DEL18DT,2018-01-18,0.95,0.9,0.95,0.95,0.9,1,0.94,E2
DEL18DT,2018-01-12,1.3,1.3,1.3,1.1,1.1,0.85,1.16,E1
DEL18DT,2018-01-23,1.1,1.1,1.1,1,1.1,1,1.07,E3
DEL18DT,2018-01-02,0.85,0.9,0.85,0.85,0.9,0.8,0.86,<1
DEL18DT,2018-01-08,1,1,0.95,0.9,0.9,1,0.96,<1
DEL18DT,2018-01-21,1,1,1.1,1.2,1.1,1.2,1.1,E1
DEL18DT,2018-01-25,0.9,0.8,0.85,0.85,0.9,0.85,0.86,<1
DEL18DT,2018-01-13,0.9,0.95,0.9,0.95,0.95,0.9,0.93,E3
DEL18DT,2018-01-07,1,0.9,0.95,0.9,0.9,0.9,0.93,E1
DEL18DT,2018-01-24,1.1,0.95,0.9,0.9,0.85,0.9,0.93,E3
DEL18DT,2018-01-14,0.9,0.95,0.95,0.9,0.95,0.95,0.93,E1
DEL18DT,2018-01-17,0.9,1,0.95,0.95,0.95,0.9,0.94,E3
DEL18DT,2018-01-28,1,0.85,0.85,0.9,0.9,0.85,0.89,E1
DEL18DT,2018-01-16,0.9,0.9,0.9,0.9,0.95,0.9,0.91,E2
DEL18DT,2018-01-03,0.85,0.85,0.85,1,1,0.95,0.92,E1
DEL18DT,2018-01-09,1,1,0.95,0.85,1.1,0.9,0.97,E1
DEL18DT,2018-01-22,1.1,1.1,1.2,1.1,1.1,1.1,1.12,E2
DEL18DT,2018-02-28,1,0.95,0.95,1.2,0.95,0.95,1,<1
DEL18DT,2018-02-13,0.85,0.85,0.9,0.8,0.8,0.9,0.85,E4
DEL18DT,2018-02-07,0.8,0.8,0.75,0.8,0.8,0.75,0.78,<1
DEL18DT,2018-02-08,0.85,0.8,0.85,0.9,0.85,0.9,0.86,<1
DEL18DT,2018-02-25,1.2,0.9,1.5,1.1,1,1.2,1.15,E1
DEL18DT,2018-02-16,0.85,0.9,0.95,0.95,0.95,0.95,0.93,E3
DEL18DT,2018-02-10,0.9,0.95,0.9,0.85,0.8,0.85,0.88,E7
DEL18DT,2018-02-15,0.8,0.85,0.95,0.95,1,1.1,0.94,E4
DEL18DT,2018-02-17,0.95,0.9,0.9,1,0.95,0.9,0.93,E1
DEL18DT,2018-02-20,1,0.9,0.85,0.85,0.9,0.95,0.91,<1
DEL18DT,2018-02-18,1.1,1,1,0.95,0.9,0.85,0.97,E1
DEL18DT,2018-02-03,0.8,0.8,0.8,0.9,0.9,0.95,0.86,E7
DEL18DT,2018-02-19,0.85,0.8,0.9,0.95,0.95,0.9,0.89,E3
DEL18DT,2018-02-23,0.8,0.85,0.85,0.8,0.8,0.8,0.82,E1
DEL18DT,2018-02-26,1,0.95,0.9,0.9,0.85,0.85,0.91,<1
DEL18DT,2018-02-05,0.85,0.9,0.95,0.85,0.85,0.85,0.88,<1
DEL18DT,2018-02-04,0.85,0.9,0.9,0.85,0.85,0.95,0.88,E4
DEL18DT,2018-02-14,0.85,0.85,0.85,0.85,0.85,0.9,0.86,E4
DEL18DT,2018-02-11,0.85,0.85,0.75,0.75,0.8,0.8,0.8,33
DEL18DT,2018-02-02,0.85,0.85,0.8,0.85,0.8,0.8,0.83,E3
DEL18DT,2018-02-24,0.85,0.8,0.85,0.95,0.9,1,0.89,<1
DEL18DT,2018-02-21,0.95,0.9,0.9,0.9,0.9,0.85,0.9,E1
DEL18DT,2018-02-12,0.75,0.8,0.8,0.85,0.8,0.8,0.8,E2
DEL18DT,2018-02-09,0.85,0.8,0.9,0.85,0.85,0.9,0.86,E3
DEL18DT,2018-02-27,0.9,0.85,0.85,1,1.1,1,0.95,E1
DEL18DT,2018-02-22,0.95,0.9,0.85,0.8,0.9,0.8,0.87,<1
DEL18DT,2018-02-06,0.85,0.85,0.8,0.8,0.85,0.8,0.83,E1
DEL18DT,2018-03-12,1.1,1,1,0.8,0.85,1,0.96,<1
DEL18DT,2018-03-30,0.85,0.9,0.9,0.9,0.9,0.95,0.9,E1
DEL18DT,2018-03-07,1.4,1.4,1.3,1.2,1.3,1.5,1.35,E1
DEL18DT,2018-03-22,1.3,1.5,1.2,1,1,0.95,1.16,<1
DEL18DT,2018-03-05,1.3,1.3,1.3,1.4,1.3,1.3,1.32,E1
DEL18DT,2018-03-03,1.2,1.2,1.3,1.5,1.4,1.5,1.35,<1
DEL18DT,2018-03-15,1.1,1.1,1.1,1.1,1.1,1,1.08,E1
DEL18DT,2018-03-16,1,1,1,1.1,1.1,1.1,1.05,E1
DEL18DT,2018-03-06,1.4,1.3,1.4,1.5,1.3,1.3,1.37,<1
DEL18DT,2018-03-13,1,1.1,1,1,1.1,1.2,1.07,E1
DEL18DT,2018-03-21,1.2,1.2,1.2,1.5,1.2,1.4,1.28,E1
DEL18DT,2018-03-25,0.95,0.9,1,0.85,0.95,0.85,0.92,<1
DEL18DT,2018-03-02,1.1,1.1,1.2,1.1,1.1,1.1,1.12,E1
DEL18DT,2018-03-11,1.1,1.2,1.1,1,1.1,1.1,1.1,<1
DEL18DT,2018-03-26,0.85,0.85,0.85,0.9,0.9,0.9,0.88,<1
DEL18DT,2018-03-18,1,1,1.1,0.9,0.95,1,0.99,E1
DEL18DT,2018-03-24,1.1,1.1,1,0.95,1,1,1.03,E1
DEL18DT,2018-03-08,1.3,1.3,1.3,1.3,1.1,1.4,1.28,E1
DEL18DT,2018-03-01,0.95,0.95,0.95,0.95,1.1,1.1,1,<1
DEL18DT,2018-03-27,1,0.85,0.9,0.85,0.9,0.8,0.88,<1
DEL18DT,2018-03-29,0.9,0.9,0.9,0.9,0.95,0.9,0.91,<1
DEL18DT,2018-03-09,1.2,1.1,1.1,1.1,1.2,1.1,1.13,E1
DEL18DT,2018-03-19,1,0.95,1,0.9,0.95,1,0.97,E2
